"Date","State","Race","Cases","Deaths","Hospitalizations","Tests"
"2020-11-08","MN","Unknown",19601,41,1087,NA
"2020-11-08","MO","Caucasian",93197,1580,NA,NA
"2020-11-08","MO","African_American",22823,599,NA,NA
"2020-11-08","MO","Latino",NA,NA,NA,NA
"2020-11-08","MO","Asian",1715,25,NA,NA
"2020-11-08","MO","AIAN",439,5,NA,NA
"2020-11-08","MO","NHPI",42,1,NA,NA
"2020-11-08","MO","Multiracial",314,0,NA,NA
"2020-11-08","MO","Other",31296,726,NA,NA
"2020-11-08","MO","Unknown",59370,217,NA,NA
"2020-11-08","MP","Caucasian",NA,NA,NA,NA
"2020-11-08","MP","African_American",NA,NA,NA,NA
"2020-11-08","MP","Latino",NA,NA,NA,NA
"2020-11-08","MP","Asian",NA,NA,NA,NA
"2020-11-08","MP","AIAN",NA,NA,NA,NA
"2020-11-08","MP","NHPI",NA,NA,NA,NA
"2020-11-08","MP","Multiracial",NA,NA,NA,NA
"2020-11-08","MP","Other",NA,NA,NA,NA
"2020-11-08","MP","Unknown",98,2,NA,NA
"2020-11-08","MS","Caucasian",50115,1617,NA,NA
"2020-11-08","MS","African_American",46288,1547,NA,NA
"2020-11-08","MS","Latino",3472,43,NA,NA
"2020-11-08","MS","Asian",465,8,NA,NA
"2020-11-08","MS","AIAN",1377,86,NA,NA
"2020-11-08","MS","NHPI",NA,NA,NA,NA
"2020-11-08","MS","Multiracial",NA,NA,NA,NA
"2020-11-08","MS","Other",6482,47,NA,NA
"2020-11-08","MS","Unknown",18490,95,NA,NA
"2020-11-08","MT","Caucasian",15593,148,639,NA
"2020-11-08","MT","African_American",130,NA,11,NA
"2020-11-08","MT","Latino",NA,NA,NA,NA
"2020-11-08","MT","Asian",75,NA,NA,NA
"2020-11-08","MT","AIAN",4020,90,290,NA
"2020-11-08","MT","NHPI",NA,NA,NA,NA
"2020-11-08","MT","Multiracial",NA,NA,NA,NA
"2020-11-08","MT","Other",1353,NA,NA,NA
"2020-11-08","MT","Unknown",18508,218,410,NA
"2020-11-08","NC","Caucasian",143181,2717,NA,NA
"2020-11-08","NC","African_American",53658,1278,NA,NA
"2020-11-08","NC","Latino",NA,NA,NA,NA
"2020-11-08","NC","Asian",4391,51,NA,NA
"2020-11-08","NC","AIAN",3953,66,NA,NA
"2020-11-08","NC","NHPI",371,7,NA,NA
"2020-11-08","NC","Multiracial",NA,NA,NA,NA
"2020-11-08","NC","Other",33153,277,NA,NA
"2020-11-08","NC","Unknown",54632,211,NA,NA
"2020-11-08","ND","Caucasian",29323,NA,NA,NA
"2020-11-08","ND","African_American",1916,NA,NA,NA
"2020-11-08","ND","Latino",NA,NA,NA,NA
"2020-11-08","ND","Asian",838,NA,NA,NA
"2020-11-08","ND","AIAN",2276,NA,NA,NA
"2020-11-08","ND","NHPI",NA,NA,NA,NA
"2020-11-08","ND","Multiracial",688,NA,NA,NA
"2020-11-08","ND","Other",125,NA,NA,NA
"2020-11-08","ND","Unknown",19139,480,NA,NA
"2020-11-08","NE","Caucasian",48090,551,2459,NA
"2020-11-08","NE","African_American",3029,43,234,NA
"2020-11-08","NE","Latino",NA,NA,NA,NA
"2020-11-08","NE","Asian",1786,19,116,NA
"2020-11-08","NE","AIAN",667,13,67,NA
"2020-11-08","NE","NHPI",119,0,8,NA
"2020-11-08","NE","Multiracial",NA,NA,NA,NA
"2020-11-08","NE","Other",2445,17,132,NA
"2020-11-08","NE","Unknown",27833,60,273,NA
"2020-11-08","NH","Caucasian",8098,434,586,NA
"2020-11-08","NH","African_American",428,9,34,NA
"2020-11-08","NH","Latino",1294,14,83,NA
"2020-11-08","NH","Asian",318,4,26,NA
"2020-11-08","NH","AIAN",15,0,NA,NA
"2020-11-08","NH","NHPI",6,0,NA,NA
"2020-11-08","NH","Multiracial",116,0,NA,NA
"2020-11-08","NH","Other",170,1,7,NA
"2020-11-08","NH","Unknown",2043,27,53,NA
"2020-11-08","NJ","Caucasian",68845,8777,13969,NA
"2020-11-08","NJ","African_American",25034,2886,7260,NA
"2020-11-08","NJ","Latino",51333,3240,10021,NA
"2020-11-08","NJ","Asian",8275,888,1754,NA
"2020-11-08","NJ","AIAN",NA,NA,NA,NA
"2020-11-08","NJ","NHPI",NA,NA,NA,NA
"2020-11-08","NJ","Multiracial",NA,NA,NA,NA
"2020-11-08","NJ","Other",22876,329,1826,NA
"2020-11-08","NJ","Unknown",78232,309,3470,NA
"2020-11-08","NM","Caucasian",7880,257,641,NA
"2020-11-08","NM","African_American",872,12,49,NA
"2020-11-08","NM","Latino",23681,288,1469,NA
"2020-11-08","NM","Asian",422,6,45,NA
"2020-11-08","NM","AIAN",11217,473,1808,NA
"2020-11-08","NM","NHPI",NA,NA,8,NA
"2020-11-08","NM","Multiracial",NA,NA,NA,NA
"2020-11-08","NM","Other",NA,NA,57,NA
"2020-11-08","NM","Unknown",10809,82,1045,NA
"2020-11-08","NV","Caucasian",25673,673,NA,202873
"2020-11-08","NV","African_American",6497,151,NA,41611
"2020-11-08","NV","Latino",35529,318,NA,53293
"2020-11-08","NV","Asian",6074,153,NA,25449
"2020-11-08","NV","AIAN",447,13,NA,4352
"2020-11-08","NV","NHPI",NA,NA,NA,NA
"2020-11-08","NV","Multiracial",NA,NA,NA,NA
"2020-11-08","NV","Other",8287,5,NA,86930
"2020-11-08","NV","Unknown",27515,538,NA,921124
"2020-11-08","NY","Caucasian",NA,10247,12480,NA
"2020-11-08","NY","African_American",NA,7925,15804,NA
"2020-11-08","NY","Latino",NA,8168,17478,NA
"2020-11-08","NY","Asian",NA,2133,3981,NA
"2020-11-08","NY","AIAN",NA,NA,NA,NA
"2020-11-08","NY","NHPI",NA,NA,NA,NA
"2020-11-08","NY","Multiracial",NA,NA,NA,NA
"2020-11-08","NY","Other",NA,2267,NA,NA
"2020-11-08","NY","Unknown",529036,3215,40252,NA
"2020-11-08","OH","Caucasian",148112,4282,12864,NA
"2020-11-08","OH","African_American",37981,915,4987,NA
"2020-11-08","OH","Latino",NA,NA,NA,NA
"2020-11-08","OH","Asian",5143,51,376,NA
"2020-11-08","OH","AIAN",302,4,27,NA
"2020-11-08","OH","NHPI",271,3,39,NA
"2020-11-08","OH","Multiracial",7118,81,683,NA
"2020-11-08","OH","Other",14885,43,698,NA
"2020-11-08","OH","Unknown",36456,138,823,NA
"2020-11-08","OK","Caucasian",78970,1043,NA,NA
"2020-11-08","OK","African_American",9015,86,NA,NA
"2020-11-08","OK","Latino",NA,NA,NA,NA
"2020-11-08","OK","Asian",3512,25,NA,NA
"2020-11-08","OK","AIAN",13521,127,NA,NA
"2020-11-08","OK","NHPI",NA,NA,NA,NA
"2020-11-08","OK","Multiracial",NA,NA,NA,NA
"2020-11-08","OK","Other",5157,47,NA,NA
"2020-11-08","OK","Unknown",26083,110,NA,NA
"2020-11-08","OR","Caucasian",21344,481,1914,NA
"2020-11-08","OR","African_American",1525,20,128,NA
"2020-11-08","OR","Latino",NA,NA,NA,NA
"2020-11-08","OR","Asian",1338,20,114,NA
"2020-11-08","OR","AIAN",1129,14,102,NA
"2020-11-08","OR","NHPI",693,7,89,NA
"2020-11-08","OR","Multiracial",959,19,55,NA
"2020-11-08","OR","Other",15439,76,770,NA
"2020-11-08","OR","Unknown",8021,93,206,NA
"2020-11-08","PA","Caucasian",96591,6652,NA,NA
"2020-11-08","PA","African_American",27155,1735,NA,NA
"2020-11-08","PA","Latino",NA,NA,NA,NA
"2020-11-08","PA","Asian",4693,174,NA,NA
"2020-11-08","PA","AIAN",NA,NA,NA,NA
"2020-11-08","PA","NHPI",NA,NA,NA,NA
"2020-11-08","PA","Multiracial",NA,NA,NA,NA
"2020-11-08","PA","Other",2389,414,NA,NA
"2020-11-08","PA","Unknown",100066,45,NA,NA
"2020-11-08","PR","Caucasian",NA,NA,NA,NA
"2020-11-08","PR","African_American",NA,NA,NA,NA
"2020-11-08","PR","Latino",NA,NA,NA,NA
"2020-11-08","PR","Asian",NA,NA,NA,NA
"2020-11-08","PR","AIAN",NA,NA,NA,NA
"2020-11-08","PR","NHPI",NA,NA,NA,NA
"2020-11-08","PR","Multiracial",NA,NA,NA,NA
"2020-11-08","PR","Other",NA,NA,NA,NA
"2020-11-08","PR","Unknown",38100,872,NA,NA
"2020-11-08","RI","Caucasian",11097,803,1306,94568
"2020-11-08","RI","African_American",3022,63,338,11374
"2020-11-08","RI","Latino",11370,114,981,28686
"2020-11-08","RI","Asian",482,14,50,3769
"2020-11-08","RI","AIAN",94,1,5,3811
"2020-11-08","RI","NHPI",0,0,0,470
"2020-11-08","RI","Multiracial",233,0,12,136
"2020-11-08","RI","Other",428,0,59,13563
"2020-11-08","RI","Unknown",9654,229,737,297270
"2020-11-08","SC","Caucasian",78613,2004,NA,NA
"2020-11-08","SC","African_American",45727,1338,NA,NA
"2020-11-08","SC","Latino",NA,NA,NA,NA
"2020-11-08","SC","Asian",1768,27,NA,NA
"2020-11-08","SC","AIAN",NA,NA,NA,NA
"2020-11-08","SC","NHPI",NA,NA,NA,NA
"2020-11-08","SC","Multiracial",NA,NA,NA,NA
"2020-11-08","SC","Other",14044,106,NA,NA
"2020-11-08","SC","Unknown",45536,561,NA,NA
"2020-11-08","SD","Caucasian",36484,399,2031,NA
"2020-11-08","SD","African_American",1606,5,82,NA
"2020-11-08","SD","Latino",2247,7,101,NA
"2020-11-08","SD","Asian",928,8,46,NA
"2020-11-08","SD","AIAN",6973,83,675,NA
"2020-11-08","SD","NHPI",NA,NA,NA,NA
"2020-11-08","SD","Multiracial",NA,NA,NA,NA
"2020-11-08","SD","Other",1244,6,53,NA
"2020-11-08","SD","Unknown",5922,28,196,NA
"2020-11-08","TN","Caucasian",162480,2526,NA,NA
"2020-11-08","TN","African_American",45190,830,NA,NA
"2020-11-08","TN","Latino",NA,NA,NA,NA
"2020-11-08","TN","Asian",2449,27,NA,NA
"2020-11-08","TN","AIAN",352,4,NA,NA
"2020-11-08","TN","NHPI",196,3,NA,NA
"2020-11-08","TN","Multiracial",NA,NA,NA,NA
"2020-11-08","TN","Other",29405,140,NA,NA
"2020-11-08","TN","Unknown",41779,65,NA,NA
"2020-11-08","TX","Caucasian",18001,5918,NA,NA
"2020-11-08","TX","African_American",9737,2013,NA,NA
"2020-11-08","TX","Latino",23455,10209,NA,NA
"2020-11-08","TX","Asian",857,338,NA,NA
"2020-11-08","TX","AIAN",NA,NA,NA,NA
"2020-11-08","TX","NHPI",NA,NA,NA,NA
"2020-11-08","TX","Multiracial",NA,NA,NA,NA
"2020-11-08","TX","Other",283,99,NA,NA
"2020-11-08","TX","Unknown",903901,166,NA,NA
"2020-11-08","UT","Caucasian",72517,381,3262,709910
"2020-11-08","UT","African_American",2148,9,120,13866
"2020-11-08","UT","Latino",36012,129,1740,141963
"2020-11-08","UT","Asian",2828,29,251,18214
"2020-11-08","UT","AIAN",1939,41,202,12526
"2020-11-08","UT","NHPI",4386,30,433,16316
"2020-11-08","UT","Multiracial",NA,NA,NA,NA
"2020-11-08","UT","Other",12723,49,601,78469
"2020-11-08","UT","Unknown",13377,35,141,196355
"2020-11-08","VA","Caucasian",64187,2058,4649,NA
"2020-11-08","VA","African_American",37022,982,3832,NA
"2020-11-08","VA","Latino",41280,334,3325,NA
"2020-11-08","VA","Asian",5955,162,563,NA
"2020-11-08","VA","AIAN",252,7,12,NA
"2020-11-08","VA","NHPI",NA,NA,NA,NA
"2020-11-08","VA","Multiracial",1791,6,80,NA
"2020-11-08","VA","Other",4602,49,275,NA
"2020-11-08","VA","Unknown",37086,109,328,NA
"2020-11-08","VI","Caucasian",NA,NA,NA,NA
"2020-11-08","VI","African_American",NA,NA,NA,NA
"2020-11-08","VI","Latino",NA,NA,NA,NA
"2020-11-08","VI","Asian",NA,NA,NA,NA
"2020-11-08","VI","AIAN",NA,NA,NA,NA
"2020-11-08","VI","NHPI",NA,NA,NA,NA
"2020-11-08","VI","Multiracial",NA,NA,NA,NA
"2020-11-08","VI","Other",NA,NA,NA,NA
"2020-11-08","VI","Unknown",1405,23,NA,NA
"2020-11-08","VT","Caucasian",1900,56,NA,NA
"2020-11-08","VT","African_American",205,NA,NA,NA
"2020-11-08","VT","Latino",NA,NA,NA,NA
"2020-11-08","VT","Asian",93,2,NA,NA
"2020-11-08","VT","AIAN",3,NA,NA,NA
"2020-11-08","VT","NHPI",NA,NA,NA,NA
"2020-11-08","VT","Multiracial",NA,NA,NA,NA
"2020-11-08","VT","Other",45,1,NA,NA
"2020-11-08","VT","Unknown",146,0,NA,NA
"2020-11-08","WA","Caucasian",33074,1653,3054,NA
"2020-11-08","WA","African_American",4556,74,370,NA
"2020-11-08","WA","Latino",29248,344,1743,NA
"2020-11-08","WA","Asian",3902,169,410,NA
"2020-11-08","WA","AIAN",1184,61,126,NA
"2020-11-08","WA","NHPI",1726,41,226,NA
"2020-11-08","WA","Multiracial",2029,30,105,NA
"2020-11-08","WA","Other",1390,43,135,NA
"2020-11-08","WA","Unknown",40222,24,2634,NA
"2020-11-08","WI","Caucasian",209081,1935,NA,NA
"2020-11-08","WI","African_American",20056,266,NA,NA
"2020-11-08","WI","Latino",NA,NA,NA,NA
"2020-11-08","WI","Asian",5858,54,NA,NA
"2020-11-08","WI","AIAN",3654,27,NA,NA
"2020-11-08","WI","NHPI",NA,NA,NA,NA
"2020-11-08","WI","Multiracial",NA,NA,NA,NA
"2020-11-08","WI","Other",17788,44,NA,NA
"2020-11-08","WI","Unknown",25473,66,NA,NA
"2020-11-08","WV","Caucasian",20478,398,NA,NA
"2020-11-08","WV","African_American",1138,14,NA,NA
"2020-11-08","WV","Latino",NA,NA,NA,NA
"2020-11-08","WV","Asian",NA,NA,NA,NA
"2020-11-08","WV","AIAN",NA,NA,NA,NA
"2020-11-08","WV","NHPI",NA,NA,NA,NA
"2020-11-08","WV","Multiracial",NA,NA,NA,NA
"2020-11-08","WV","Other",6788,90,NA,NA
"2020-11-08","WV","Unknown",0,0,NA,NA
"2020-11-08","WY","Caucasian",9093,75,NA,NA
"2020-11-08","WY","African_American",146,1,NA,NA
"2020-11-08","WY","Latino",1557,5,NA,NA
"2020-11-08","WY","Asian",88,1,NA,NA
"2020-11-08","WY","AIAN",1013,16,NA,NA
"2020-11-08","WY","NHPI",44,NA,NA,NA
"2020-11-08","WY","Multiracial",NA,NA,NA,NA
"2020-11-08","WY","Other",602,0,NA,NA
"2020-11-08","WY","Unknown",4763,16,NA,NA
"2020-11-04","AK","Caucasian",5268,31,118,NA
"2020-11-04","AK","African_American",602,3,22,NA
"2020-11-04","AK","Latino",NA,NA,NA,NA
"2020-11-04","AK","Asian",708,8,29,NA
"2020-11-04","AK","AIAN",3837,27,141,NA
"2020-11-04","AK","NHPI",642,7,61,NA
"2020-11-04","AK","Multiracial",900,3,26,NA
"2020-11-04","AK","Other",845,1,15,NA
"2020-11-04","AK","Unknown",5058,4,51,NA
"2020-11-04","AL","Caucasian",60135,1576,NA,NA
"2020-11-04","AL","African_American",38683,1052,NA,NA
"2020-11-04","AL","Latino",NA,NA,NA,NA
"2020-11-04","AL","Asian",639,9,NA,NA
"2020-11-04","AL","AIAN",NA,NA,NA,NA
"2020-11-04","AL","NHPI",NA,NA,NA,NA
"2020-11-04","AL","Multiracial",NA,NA,NA,NA
"2020-11-04","AL","Other",17467,76,NA,NA
"2020-11-04","AL","Unknown",80853,293,NA,NA
"2020-11-04","AR","Caucasian",69950,1355,NA,NA
"2020-11-04","AR","African_American",22930,356,NA,NA
"2020-11-04","AR","Latino",NA,NA,NA,NA
"2020-11-04","AR","Asian",1158,20,NA,NA
"2020-11-04","AR","AIAN",311,4,NA,NA
"2020-11-04","AR","NHPI",2432,47,NA,NA
"2020-11-04","AR","Multiracial",859,9,NA,NA
"2020-11-04","AR","Other",6601,84,NA,NA
"2020-11-04","AR","Unknown",11571,151,NA,NA
"2020-11-04","AS","Caucasian",NA,NA,NA,NA
"2020-11-04","AS","African_American",NA,NA,NA,NA
"2020-11-04","AS","Latino",NA,NA,NA,NA
"2020-11-04","AS","Asian",NA,NA,NA,NA
"2020-11-04","AS","AIAN",NA,NA,NA,NA
"2020-11-04","AS","NHPI",NA,NA,NA,NA
"2020-11-04","AS","Multiracial",NA,NA,NA,NA
"2020-11-04","AS","Other",NA,NA,NA,NA
"2020-11-04","AS","Unknown",NA,NA,NA,NA
"2020-11-04","AZ","Caucasian",66420,2568,8084,NA
"2020-11-04","AZ","African_American",7698,187,999,NA
"2020-11-04","AZ","Latino",76360,1805,7748,NA
"2020-11-04","AZ","Asian",2785,68,310,NA
"2020-11-04","AZ","AIAN",14761,647,2236,NA
"2020-11-04","AZ","NHPI",NA,NA,NA,NA
"2020-11-04","AZ","Multiracial",NA,NA,NA,NA
"2020-11-04","AZ","Other",8731,101,685,NA
"2020-11-04","AZ","Unknown",73878,683,1724,NA
"2020-11-04","CA","Caucasian",118777,5313,NA,NA
"2020-11-04","CA","African_American",28099,1316,NA,NA
"2020-11-04","CA","Latino",407046,8547,NA,NA
"2020-11-04","CA","Asian",37185,2071,NA,NA
"2020-11-04","CA","AIAN",1899,58,NA,NA
"2020-11-04","CA","NHPI",3582,84,NA,NA
"2020-11-04","CA","Multiracial",7765,143,NA,NA
"2020-11-04","CA","Other",64357,77,NA,NA
"2020-11-04","CA","Unknown",271300,143,NA,NA
"2020-11-04","CO","Caucasian",45972,1335,NA,NA
"2020-11-04","CO","African_American",4105,124,NA,NA
"2020-11-04","CO","Latino",41537,497,NA,NA
"2020-11-04","CO","Asian",1964,60,NA,NA
"2020-11-04","CO","AIAN",611,13,NA,NA
"2020-11-04","CO","NHPI",423,5,NA,NA
"2020-11-04","CO","Multiracial",1835,49,NA,NA
"2020-11-04","CO","Other",1105,12,NA,NA
"2020-11-04","CO","Unknown",20068,47,NA,NA
"2020-11-04","CT","Caucasian",24962,3391,NA,NA
"2020-11-04","CT","African_American",8562,679,NA,NA
"2020-11-04","CT","Latino",14664,417,NA,NA
"2020-11-04","CT","Asian",1026,51,NA,NA
"2020-11-04","CT","AIAN",88,2,NA,NA
"2020-11-04","CT","NHPI",NA,NA,NA,NA
"2020-11-04","CT","Multiracial",675,39,NA,NA
"2020-11-04","CT","Other",1294,22,NA,NA
"2020-11-04","CT","Unknown",24102,44,NA,NA
"2020-11-04","DC","Caucasian",4042,67,NA,NA
"2020-11-04","DC","African_American",8662,484,NA,NA
"2020-11-04","DC","Latino",NA,81,NA,NA
"2020-11-04","DC","Asian",288,8,NA,NA
"2020-11-04","DC","AIAN",39,NA,NA,NA
"2020-11-04","DC","NHPI",46,NA,NA,NA
"2020-11-04","DC","Multiracial",NA,NA,NA,NA
"2020-11-04","DC","Other",4396,0,NA,NA
"2020-11-04","DC","Unknown",128,7,NA,NA
"2020-11-04","DE","Caucasian",10264,464,NA,167450
"2020-11-04","DE","African_American",6564,183,NA,64938
"2020-11-04","DE","Latino",5437,50,NA,27329
"2020-11-04","DE","Asian",358,2,NA,7792
"2020-11-04","DE","AIAN",NA,NA,NA,NA
"2020-11-04","DE","NHPI",NA,NA,NA,NA
"2020-11-04","DE","Multiracial",NA,NA,NA,NA
"2020-11-04","DE","Other",1173,12,NA,29665
"2020-11-04","DE","Unknown",1738,1,NA,7792
"2020-11-04","FL","Caucasian",231358,8402,20724,NA
"2020-11-04","FL","African_American",115189,3044,11022,NA
"2020-11-04","FL","Latino",239214,4327,14120,NA
"2020-11-04","FL","Asian",NA,NA,NA,NA
"2020-11-04","FL","AIAN",NA,NA,NA,NA
"2020-11-04","FL","NHPI",NA,NA,NA,NA
"2020-11-04","FL","Multiracial",NA,NA,NA,NA
"2020-11-04","FL","Other",54511,689,2755,NA
"2020-11-04","FL","Unknown",180851,669,1758,NA
"2020-11-04","GA","Caucasian",130472,4133,NA,NA
"2020-11-04","GA","African_American",100553,3213,NA,NA
"2020-11-04","GA","Latino",46818,479,NA,NA
"2020-11-04","GA","Asian",6452,141,NA,NA
"2020-11-04","GA","AIAN",192,8,NA,NA
"2020-11-04","GA","NHPI",342,6,NA,NA
"2020-11-04","GA","Multiracial",NA,NA,NA,NA
"2020-11-04","GA","Other",9202,18,NA,NA
"2020-11-04","GA","Unknown",72421,524,NA,NA
"2020-11-04","GU","Caucasian",306,NA,NA,NA
"2020-11-04","GU","African_American",NA,NA,NA,NA
"2020-11-04","GU","Latino",NA,NA,NA,NA
"2020-11-04","GU","Asian",1213,NA,NA,NA
"2020-11-04","GU","AIAN",NA,NA,NA,NA
"2020-11-04","GU","NHPI",2633,NA,NA,NA
"2020-11-04","GU","Multiracial",NA,NA,NA,NA
"2020-11-04","GU","Other",304,NA,NA,NA
"2020-11-04","GU","Unknown",447,83,NA,NA
"2020-11-04","HI","Caucasian",1357,19,NA,NA
"2020-11-04","HI","African_American",218,5,NA,NA
"2020-11-04","HI","Latino",NA,NA,NA,NA
"2020-11-04","HI","Asian",3335,124,NA,NA
"2020-11-04","HI","AIAN",NA,NA,NA,NA
"2020-11-04","HI","NHPI",4257,58,NA,NA
"2020-11-04","HI","Multiracial",NA,NA,NA,NA
"2020-11-04","HI","Other",340,5,NA,NA
"2020-11-04","HI","Unknown",5966,8,NA,NA
"2020-11-04","IA","Caucasian",100000,1457,NA,NA
"2020-11-04","IA","African_American",5479,59,NA,NA
"2020-11-04","IA","Latino",NA,NA,NA,NA
"2020-11-04","IA","Asian",2739,32,NA,NA
"2020-11-04","IA","AIAN",888,5,NA,NA
"2020-11-04","IA","NHPI",824,13,NA,NA
"2020-11-04","IA","Multiracial",NA,NA,NA,NA
"2020-11-04","IA","Other",1369,8,NA,NA
"2020-11-04","IA","Unknown",26027,214,NA,NA
"2020-11-04","ID","Caucasian",37241,622,NA,NA
"2020-11-04","ID","African_American",505,5,NA,NA
"2020-11-04","ID","Latino",NA,NA,NA,NA
"2020-11-04","ID","Asian",474,6,NA,NA
"2020-11-04","ID","AIAN",966,13,NA,NA
"2020-11-04","ID","NHPI",164,NA,NA,NA
"2020-11-04","ID","Multiracial",0,NA,NA,NA
"2020-11-04","ID","Other",6225,14,NA,NA
"2020-11-04","ID","Unknown",22739,4,NA,NA
"2020-11-04","IL","Caucasian",143405,5045,NA,2571569
"2020-11-04","IL","African_American",50998,2347,NA,626847
"2020-11-04","IL","Latino",100554,1874,NA,572331
"2020-11-04","IL","Asian",9114,398,NA,295681
"2020-11-04","IL","AIAN",536,13,NA,6184
"2020-11-04","IL","NHPI",591,10,NA,8750
"2020-11-04","IL","Multiracial",NA,NA,NA,NA
"2020-11-04","IL","Other",15479,54,NA,254623
"2020-11-04","IL","Unknown",123138,475,NA,3694728
"2020-11-04","IN","Caucasian",114608,2862,NA,1149487
"2020-11-04","IN","African_American",15230,485,NA,134780
"2020-11-04","IN","Latino",NA,NA,NA,NA
"2020-11-04","IN","Asian",2364,23,NA,32022
"2020-11-04","IN","AIAN",NA,NA,NA,NA
"2020-11-04","IN","NHPI",NA,NA,NA,NA
"2020-11-04","IN","Multiracial",NA,NA,NA,NA
"2020-11-04","IN","Other",24598,576,NA,209782
"2020-11-04","IN","Unknown",34964,518,NA,222425
"2020-11-04","KS","Caucasian",62759,791,2857,383399
"2020-11-04","KS","African_American",5579,105,429,30519
"2020-11-04","KS","Latino",NA,NA,NA,NA
"2020-11-04","KS","Asian",1887,20,91,11307
"2020-11-04","KS","AIAN",685,13,33,3834
"2020-11-04","KS","NHPI",NA,NA,NA,NA
"2020-11-04","KS","Multiracial",NA,NA,NA,NA
"2020-11-04","KS","Other",5386,73,356,40455
"2020-11-04","KS","Unknown",15919,85,218,194166
"2020-11-04","KY","Caucasian",70344,1185,NA,NA
"2020-11-04","KY","African_American",9472,167,NA,NA
"2020-11-04","KY","Latino",NA,NA,NA,NA
"2020-11-04","KY","Asian",516,12,NA,NA
"2020-11-04","KY","AIAN",259,NA,NA,NA
"2020-11-04","KY","NHPI",112,NA,NA,NA
"2020-11-04","KY","Multiracial",4926,39,NA,NA
"2020-11-04","KY","Other",NA,NA,NA,NA
"2020-11-04","KY","Unknown",27380,111,NA,NA
"2020-11-04","LA","Caucasian",75411,3068,NA,NA
"2020-11-04","LA","African_American",65651,2586,NA,NA
"2020-11-04","LA","Latino",NA,NA,NA,NA
"2020-11-04","LA","Asian",9636,39,NA,NA
"2020-11-04","LA","AIAN",510,6,NA,NA
"2020-11-04","LA","NHPI",208,7,NA,NA
"2020-11-04","LA","Multiracial",NA,NA,NA,NA
"2020-11-04","LA","Other",16194,26,NA,NA
"2020-11-04","LA","Unknown",22554,243,NA,NA
"2020-11-04","MA","Caucasian",52561,7615,6706,NA
"2020-11-04","MA","African_American",14128,791,1560,NA
"2020-11-04","MA","Latino",39614,688,2014,NA
"2020-11-04","MA","Asian",3825,245,434,NA
"2020-11-04","MA","AIAN",NA,NA,NA,NA
"2020-11-04","MA","NHPI",NA,NA,NA,NA
"2020-11-04","MA","Multiracial",NA,NA,NA,NA
"2020-11-04","MA","Other",11262,666,1136,NA
"2020-11-04","MA","Unknown",43771,80,1523,NA
"2020-11-04","MD","Caucasian",39978,1811,NA,NA
"2020-11-04","MD","African_American",45723,1677,NA,NA
"2020-11-04","MD","Latino",31214,470,NA,NA
"2020-11-04","MD","Asian",2846,153,NA,NA
"2020-11-04","MD","AIAN",NA,NA,NA,NA
"2020-11-04","MD","NHPI",NA,NA,NA,NA
"2020-11-04","MD","Multiracial",NA,NA,NA,NA
"2020-11-04","MD","Other",6915,46,NA,NA
"2020-11-04","MD","Unknown",22090,15,NA,NA
"2020-11-04","ME","Caucasian",5056,132,397,NA
"2020-11-04","ME","African_American",1009,4,45,NA
"2020-11-04","ME","Latino",NA,NA,NA,NA
"2020-11-04","ME","Asian",136,0,12,NA
"2020-11-04","ME","AIAN",16,0,0,NA
"2020-11-04","ME","NHPI",4,0,0,NA
"2020-11-04","ME","Multiracial",44,0,0,NA
"2020-11-04","ME","Other",190,0,7,NA
"2020-11-04","ME","Unknown",622,14,46,NA
"2020-11-04","MI","Caucasian",116069,4402,NA,NA
"2020-11-04","MI","African_American",32183,2750,NA,NA
"2020-11-04","MI","Latino",NA,NA,NA,NA
"2020-11-04","MI","Asian",3741,96,NA,NA
"2020-11-04","MI","AIAN",1079,26,NA,NA
"2020-11-04","MI","NHPI",NA,NA,NA,NA
"2020-11-04","MI","Multiracial",12209,111,NA,NA
"2020-11-04","MI","Other",12334,162,NA,NA
"2020-11-04","MI","Unknown",34545,235,NA,NA
"2020-11-04","MN","Caucasian",91002,2003,5259,NA
"2020-11-04","MN","African_American",20302,213,1820,NA
"2020-11-04","MN","Latino",19654,107,1262,NA
"2020-11-04","MN","Asian",7587,115,752,NA
"2020-11-04","MN","AIAN",1415,44,184,NA
"2020-11-04","MN","NHPI",182,2,9,NA
"2020-11-04","MN","Multiracial",1752,15,141,NA
"2020-11-04","MN","Other",2278,6,97,NA
"2020-11-04","MN","Unknown",16751,25,1325,NA
"2020-11-04","MO","Caucasian",99137,1631,NA,NA
"2020-11-04","MO","African_American",21445,509,NA,NA
"2020-11-04","MO","Latino",NA,NA,NA,NA
"2020-11-04","MO","Asian",1583,22,NA,NA
"2020-11-04","MO","AIAN",405,4,NA,NA
"2020-11-04","MO","NHPI",19,0,NA,NA
"2020-11-04","MO","Multiracial",58,0,NA,NA
"2020-11-04","MO","Other",4536,44,NA,NA
"2020-11-04","MO","Unknown",65840,878,NA,NA
"2020-11-04","MP","Caucasian",NA,NA,NA,NA
"2020-11-04","MP","African_American",NA,NA,NA,NA
"2020-11-04","MP","Latino",NA,NA,NA,NA
"2020-11-04","MP","Asian",NA,NA,NA,NA
"2020-11-04","MP","AIAN",NA,NA,NA,NA
"2020-11-04","MP","NHPI",NA,NA,NA,NA
"2020-11-04","MP","Multiracial",NA,NA,NA,NA
